Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_name,Route_link
MMK Travels,A/C Seater / Sleeper (2+1),21:30,06:00,08h 30m,800,13 Seats available,"4.4
574",Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore
DLT BUS,A/C Sleeper (2+1),21:45,06:30,08h 45m,999,16 Seats available,"4.4
329",Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore
P K Travels,A/C Sleeper (2+1),20:00,06:00,10h 00m,855,19 Seats available,"4.1
223",Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore
AdSAAM BUS,VE A/C Sleeper (2+1),20:30,06:15,09h 45m,740,14 Seats available,"4.2
227",Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore
MMK Travels,A/C Sleeper (2+1),21:00,05:30,08h 30m,850,15 Seats available,"4.4
50",Kozhikode to Bangalore,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore
KSRTC (Kerala) - 2572,Super Fast Non AC Seater (2+3),17:10,23:50,06h 40m,261,31 Seats available,2.8,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 723,Super Fast Non AC Seater (2+3),17:10,22:45,05h 35m,269,34 Seats available,"3.8
7",Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 2569,Super Fast Non AC Seater (2+3),18:00,00:35,06h 35m,261,30 Seats available,"2.7
4",Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
,,,,,,,,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
,,,,,,,,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
,,,,,,,,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
,,,,,,,,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
,,,,,,,,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
,,,,,,,,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
,,,,,,,,Ernakulam to Kozhikode,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode
KSRTC (Kerala) - 578,Super Express Non AC Seater Air Bus (2+2),18:00,01:00,07h 00m,350,28 Seats available,"3.7
5",Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore
KSRTC (Kerala) - 72,SWIFT-GARUDA A/C SEATER BUS,19:05,02:05,07h 00m,452,15 Seats available,"3.0
6",Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore
KSRTC (Kerala) - 1583,Swift Deluxe Non AC Air Bus (2+2),20:00,03:00,07h 00m,419,11 Seats available,3.9,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore
KSRTC (Kerala) - 234,Swift Deluxe Non AC Air Bus (2+2),21:00,04:25,07h 25m,398,8 Seats available,3.9,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore
,,,,,,,,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore
,,,,,,,,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore
,,,,,,,,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore
,,,,,,,,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore
,,,,,,,,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore
,,,,,,,,Kozhikode to Mysore,https://www.redbus.in/bus-tickets/kozhikode-to-mysore
KSRTC (Kerala) - 2900,Low Floor AC Seater 2+2,18:00,21:20,03h 20m,253,1 Seat available,3.2,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
KSRTC (Kerala) - 2984,Super Fast Non AC Seater (2+3),19:20,23:00,03h 40m,181,16 Seats available,3.2,Kozhikode to Thrissur,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur
