Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_name,Route_link
HRTC - 532,Ordinary 3+2 Non AC Seater,17:59,04:15,10h 16m,512,27 Seats available,"1.5
4",Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla
HRTC - 93,Himsuta AC Seater Volvo/Scania 2+2,19:35,04:50,09h 15m,912,13 Seats available,"4.4
40",Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla
HRTC - 301,Ordinary 3+2 Non AC Seater,19:43,05:30,09h 47m,512,20 Seats available,"4.5
4",Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla
HRTC - 591,A/C Executive (2+3),21:00,07:20,10h 20m,632,36 Seats available,"3.0
43",Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla
HRTC - 570,Ordinary 3+2 Non AC Seater,21:25,06:45,09h 20m,512,30 Seats available,"3.2
7",Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla
HRTC - 9,Himsuta AC Seater Volvo/Scania 2+2,22:00,07:30,09h 30m,912,1 Seat available,"3.9
66",Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla
HRTC - 579,Ordinary 3+2 Non AC Seater,22:30,08:15,09h 45m,512,23 Seats available,"4.3
18",Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla
HRTC - 22,Himsuta AC Seater Volvo/Scania 2+2,23:00,07:50,08h 50m,912,1 Seat available,"4.3
95",Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla
HRTC - 564,Ordinary 3+2 Non AC Seater,23:40,09:05,09h 25m,512,25 Seats available,"4.5
24",Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla
Zingbus Plus,Bharat Benz A/C Semi Sleeper (2+2),22:35,08:10,09h 35m,850,18 Seats available,"4.6
498",Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),23:30,08:00,08h 30m,999,9 Seats available,"4.5
820",Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla
Ram Dalal Holidays,Mercedes Multi-Axle Semi Sleeper (2+2),23:30,07:40,08h 10m,950,8 Seats available,"4.5
572",Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),23:25,07:45,08h 20m,899,7 Seats available,"4.4
639",Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla
Bedi Travels,Volvo A/C Semi Sleeper (2+2),23:00,08:00,09h 00m,737,4 Seats available,"4.8
984",Delhi to Shimla,https://www.redbus.in/bus-tickets/delhi-to-shimla
HRTC - 103,Ordinary 3+2 Non AC Seater,17:18,02:15,08h 57m,512,37 Seats available,"2.2
4",Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi
HRTC - 104,A/C Executive (2+3),18:20,04:30,10h 10m,632,40 Seats available,"3.1
15",Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi
HRTC - 188,Ordinary 3+2 Non AC Seater,19:25,04:57,09h 32m,512,36 Seats available,4.1,Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi
HRTC - 2040093,Ordinary 3+2 Non AC Seater,19:40,05:12,09h 32m,512,37 Seats available,4.1,Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi
HRTC - 74,Himsuta AC Seater Volvo/Scania 2+2,20:00,05:00,09h 00m,912,16 Seats available,"4.3
81",Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi
HRTC - 3,Himsuta AC Seater Volvo/Scania 2+2,21:00,06:00,09h 00m,912,3 Seats available,"4.5
62",Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi
HRTC - 108,A/C Executive (2+3),21:20,06:52,09h 32m,632,43 Seats available,"3.2
32",Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi
HRTC - 1712,Ordinary 3+2 Non AC Seater,21:30,06:00,08h 30m,512,23 Seats available,"3.3
4",Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi
HRTC - 130,Ordinary 3+2 Non AC Seater,21:45,06:15,08h 30m,512,37 Seats available,"4.1
13",Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi
HRTC - 136,Ordinary 3+2 Non AC Seater,22:30,06:30,08h 00m,512,27 Seats available,"3.5
11",Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi
HRTC - 92,Himsuta AC Seater Volvo/Scania 2+2,22:30,07:20,08h 50m,912,4 Seats available,"4.1
48",Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi
City Land Travels,Volvo A/C Semi Sleeper (2+2),22:00,05:00,07h 00m,711,19 Seats available,"4.1
287",Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),20:30,04:30,08h 00m,799,1 Seat available,"4.5
705",Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi
Zingbus Plus,Bharat Benz A/C Semi Sleeper (2+2),20:30,05:10,08h 40m,854,13 Seats available,"4.6
518",Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi
Bedi Travels,Volvo A/C Semi Sleeper (2+2),21:30,05:30,08h 00m,765,7 Seats available,"4.7
955",Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi
Ram Dalal Holidays,Mercedes Multi-Axle Semi Sleeper (2+2),22:00,06:40,08h 40m,969,5 Seats available,"4.6
568",Shimla to Delhi,https://www.redbus.in/bus-tickets/shimla-to-delhi
HRTC - 601,Ordinary 3+2 Non AC Seater,18:30,04:30,10h 00m,580,32 Seats available,"4.1
47",Hamirpur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi
HRTC - 651,Ordinary 3+2 Non AC Seater,19:40,05:00,09h 20m,580,22 Seats available,"3.8
45",Hamirpur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi
HRTC - 15,Himsuta AC Seater Volvo/Scania 2+2,20:00,04:30,08h 30m,1068,4 Seats available,"3.9
107",Hamirpur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi
HRTC - 402617,Ordinary 3+2 Non AC Seater,20:30,05:15,08h 45m,580,4 Seats available,4.0,Hamirpur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:15,05:15,08h 00m,570,10 Seats available,"4.7
398",Hamirpur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:20,05:30,09h 10m,549,18 Seats available,"4.5
434",Hamirpur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi
Bedi Travels,Volvo A/C Semi Sleeper (2+2),22:05,06:30,08h 25m,585,6 Seats available,"4.7
74",Hamirpur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),22:00,06:40,08h 40m,608,14 Seats available,"4.5
77",Hamirpur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi
Northern Travels,Volvo A/C Semi Sleeper (2+2),21:45,05:30,07h 45m,503,18 Seats available,"3.8
70",Hamirpur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi
Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),22:30,06:30,08h 00m,524,37 Seats available,"4.7
7",Hamirpur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi
Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),23:00,07:00,08h 00m,524,31 Seats available,4.7,Hamirpur (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/hamirpur-himachal-pradesh-to-delhi
HRTC - 416,Ordinary 3+2 Non AC Seater,17:10,04:15,11h 05m,634,37 Seats available,"4.4
6",Delhi to Hamirpur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh
HRTC - 540,Ordinary 3+2 Non AC Seater,19:00,08:00,13h 00m,731,37 Seats available,4.2,Delhi to Hamirpur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh
HRTC - 552,Ordinary 3+2 Non AC Seater,19:45,05:00,09h 15m,580,5 Seats available,"4.1
60",Delhi to Hamirpur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh
HRTC - 559,Ordinary 3+2 Non AC Seater,20:29,08:05,11h 36m,643,37 Seats available,"3.4
14",Delhi to Hamirpur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh
HRTC - 566,Ordinary 3+2 Non AC Seater,21:10,07:30,10h 20m,604,37 Seats available,"4.7
23",Delhi to Hamirpur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh
HRTC - 571,Ordinary 3+2 Non AC Seater,21:40,07:50,10h 10m,634,34 Seats available,"4.7
11",Delhi to Hamirpur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),21:00,06:10,09h 10m,1099,11 Seats available,"4.5
406",Delhi to Hamirpur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:20,05:55,08h 35m,1159,3 Seats available,"4.7
389",Delhi to Hamirpur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:45,05:55,08h 10m,807,6 Seats available,"4.7
104",Delhi to Hamirpur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh
Bedi Travels,Volvo A/C Semi Sleeper (2+2),21:30,06:15,08h 45m,638,2 Seats available,"4.8
90",Delhi to Hamirpur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh
Northern Travels,Volvo A/C Semi Sleeper (2+2),21:30,06:40,09h 10m,903,10 Seats available,"4.1
39",Delhi to Hamirpur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh
Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),21:00,05:20,08h 20m,875,13 Seats available,"4.4
7",Delhi to Hamirpur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh
Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),20:45,05:05,08h 20m,875,13 Seats available,"4.6
4",Delhi to Hamirpur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-hamirpur-himachal-pradesh
HRTC - 526,Ordinary 3+2 Non AC Seater,17:00,23:00,06h 00m,275,32 Seats available,3.9,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh
HRTC - 541,Ordinary 3+2 Non AC Seater,19:14,00:30,05h 16m,290,23 Seats available,3.9,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh
HRTC - 549,A/C Executive (2+3),19:25,00:40,05h 15m,390,34 Seats available,3.9,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh
HRTC - 548,Ordinary 3+2 Non AC Seater,19:31,00:40,05h 09m,290,25 Seats available,3.9,Delhi to Chandigarh,https://www.redbus.in/bus-tickets/delhi-to-chandigarh
